biz_no,company_name,company_size,company_type,industry_code,industry_name,zip_code,address,region,city_district,phone_number,email,fax_number,gfc_transaction_yn,group_transaction_yn,ked_transaction_yn,patent_transaction_yn,establish_date,corporate_reg_no,representative_name,national_pension,pension_count,pension_date,employee_count,jibun_address
1328199207,(주)티에스아이,소상공인,주식회사,C22292,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",12245.0,"경기 남양주시 양정로 147, 비동호 (이패동)",경기,남양주시,031 551 1080,9635lee@hanmail.net,031 567 1080,N,N,N,Y,20110726.0,2841110097365.0,이*훈,8.0,4,20130607,4,경기 남양주시 이패동 514-7번지 비동호
1298605601,(주)김미디어,소기업,주식회사,N76220,음반 및 비디오물 임대업,12203.0,경기 남양주시 와부읍 글개울로 52 (월문리),경기,남양주시,031 555 1793,,,N,N,N,N,20070123.0,1311110179589.0,김*석,15.0,16,20241231,16,경기 남양주시 와부읍 월문리 561-9번지
1638800046,(주)유로펫,중기업,주식회사,G46800,상품 종합 도매업,12217.0,경기 남양주시 경춘로1209번길 10 (평내동),경기,남양주시,031 528 2787,,,N,N,N,N,20150326.0,2841110139513.0,박*순,5.0,5,20241231,5,경기 남양주시 평내동 437-7번지
6668600804,(주)대상엘티디,소기업,주식회사,G46499,그 외 기타 생활용품 도매업,12140.0,경기 남양주시 진건읍 사릉로264번길 58 (사능리),경기,남양주시,031 571 6603,,031 571 6604,N,N,N,N,20170630.0,2841110175856.0,김*기,4.0,5,20241231,5,경기 남양주시 진건읍 사능리 69-2번지
1328194139,(주)안동씨푸드,소기업,주식회사,G46315,"신선, 냉동 및 기타 수산물 도매업",12131.0,"경기 남양주시 진건읍 불암로 559, 1층 (신월리)",경기,남양주시,,,,N,N,N,N,20101202.0,2841110091466.0,김*진,6.0,6,20241231,6,경기 남양주시 진건읍 신월리 597-1번지 1층
1328629841,보성개발(주),소기업,주식회사,L68211,주거용 부동산 관리업,12115.0,경기 남양주시 퇴계원면 퇴계원로 151 (퇴계원리),경기,남양주시,,,,N,N,N,Y,20140901.0,2841110131329.0,김*간,5.0,6,20241231,6,경기 남양주시 퇴계원면 퇴계원리 44-28번지
7928801178,(주)제일금속,소상공인,주식회사,C25112,구조용 금속 판제품 및 공작물 제조업,12246.0,경기 남양주시 양정로219번길 142-9 (이패동),경기,남양주시,,,,N,N,N,N,20180518.0,2841110190929.0,김*희,7.0,5,20241231,5,경기 남양주시 이패동 69-7번지
5898702050,(주)이베로,소상공인,주식회사,F42312,내부 전기배선 공사업,12129.0,경기 남양주시 진건읍 진건오남로390번길 23 (송능리),경기,남양주시,,,,N,N,N,Y,20201023.0,2802110217379.0,김*자,6.0,5,20241231,5,경기 남양주시 진건읍 송능리 145번지
8428701928,(주)더찬,소기업,주식회사,A01152,"채소, 화훼 및 과실작물 시설 재배업",12129.0,경기 남양주시 진건읍 진건오남로390번길 163-2 (송능리),경기,남양주시,031 511 1113,,,N,N,N,N,20200722.0,2841110237870.0,노*경,10.0,9,20241231,9,경기 남양주시 진건읍 송능리 13-1번지
4138802390,(주)고려안전기술,소기업,주식회사,M72111,건축설계 및 관련 서비스업,12285.0,"경기 남양주시 다산순환로 356, 702호 (다산동,푸리마타워)",경기,남양주시,,,,N,N,N,N,20210809.0,2841110266522.0,이*흠,10.0,9,20241231,9,경기 남양주시 다산동 6053-2번지 푸리마타워 702호
2148803638,(주)조은나래,소상공인,주식회사,G46464,운동 및 경기용품 도매업,12231.0,경기 남양주시 사릉로58번길 48-2 (금곡동),경기,남양주시,031 554 0492,nare0216@hanmail.net,031 555 0493,N,N,N,N,20070208.0,1101113617383.0,최*림,4.0,4,20241231,4,경기 남양주시 금곡동 309-9번지
6348101441,(주)세인티,소기업,주식회사,J62021,컴퓨터시스템 통합 자문 및 구축 서비스업,12284.0,"경기 남양주시 다산지금로163번길 6, 304동 306호 (다산동,다산한강프리미어갤러리)",경기,남양주시,02 69563035,ma@sainti.co.kr,031 629 7030,N,N,Y,Y,20190620.0,1101117145372.0,황*하,21.0,14,20241231,14,경기 남양주시 다산동 6245번지 다산한강프리미어갤러리 304동 306호
5478100890,(주)정호이엔지,소상공인,주식회사,C29294,주형 및 금형 제조업,12021.0,경기 남양주시 진접읍 경복대로512번길 27 (진벌리),경기,남양주시,,,,Y,Y,N,Y,20171122.0,2841110182322.0,김*호,7.0,5,20241231,5,경기 남양주시 진접읍 진벌리 442번지
5768601489,(주)기진,소상공인,주식회사,F42499,그 외 기타 건축 마무리 공사업,12245.0,"경기 남양주시 경강로333번길 15, 2층 (삼패동)",경기,남양주시,,,,N,N,N,Y,20181129.0,2841110200497.0,윤*정,6.0,6,20241231,6,경기 남양주시 삼패동 290-89번지 2층
5128600676,(주)라온이엔지,소기업,주식회사,F42202,건물용 기계 장비 설치 공사업,12090.0,"경기 남양주시 별내면 송산로373번길 9-12, 지층 (광전리)",경기,남양주시,,,,N,N,N,N,20170519.0,2841110173545.0,윤*하,27.0,48,20241231,48,경기 남양주시 별내면 광전리 618-21번지 지층
1328187472,(주)한승이앤엘,소기업,주식회사,G46432,"전구, 램프 및 조명장치 도매업",,,경기,남양주시,031 575 7205,,031 528 7203,N,N,N,N,20100107.0,2841110084205.0,박*우,6.0,6,20241231,6,경기 남양주시 송산로 82-20(별내동)
6438801139,(주)아일에어텍,소상공인,주식회사,C29132,기체 펌프 및 압축기 제조업,12021.0,경기 남양주시 진접읍 진벌로119번길 43 (진벌리),경기,남양주시,,,,N,Y,Y,Y,20181204.0,2841110200653.0,성*일,5.0,5,20241231,5,경기 남양주시 진접읍 진벌리 535-9번지
3018613815,(주)에스엔케이미디어,소기업,주식회사,F42322,내부 통신배선 공사업,12129.0,경기 남양주시 진건읍 진건오남로390번길 169-47 (송능리),경기,남양주시,031 573 2340,snkmedia@hanmail.net,031 571 2276,Y,Y,N,Y,20111031.0,1501110153324.0,김*묵,11.0,10,20241231,10,경기 남양주시 진건읍 송능리 15-1번지
3032915456,태진테크,소기업,개인기업,C25111,"금속 문, 창, 셔터 및 관련제품 제조업",12037.0,경기 남양주시 오남읍 진건오남로708번길 17 (오남리),경기,남양주시,,,,N,Y,Y,Y,20180124.0,,김*진,,5,20190630,5,경기 남양주시 오남읍 오남리 110-5번지
3228800344,(주)협성다이나믹스,소상공인,주식회사,C29223,금속 절삭기계 제조업,12169.0,"경기 남양주시 화도읍 먹갓로 43-10, B동 (묵현리,웨스트)",경기,남양주시,,,,Y,N,Y,Y,20160518.0,1341110440680.0,이*민,8.0,4,20250429,4,경기 남양주시 화도읍 묵현리 455-3번지 웨스트 B동
4598700770,(주)대원켐,소상공인,주식회사,G46739,기타 화학물질 및 화학제품 도매업,12032.0,경기 남양주시 화도읍 가곡로114번길 22-91 (가곡리),경기,남양주시,,,,Y,N,N,N,20170607.0,1358110317925.0,원*호,4.0,4,20241231,4,경기 남양주시 화도읍 가곡리 381-3번지
8748700998,(주)코어스,소상공인,주식회사,G46329,기타 가공식품 도매업,12201.0,"경기 남양주시 와부읍 양정로219번길 206-2, 가동 1층 (율석리)",경기,남양주시,,,,N,N,N,N,20180619.0,2841110192256.0,고*혁,5.0,4,20241231,4,경기 남양주시 와부읍 율석리 794번지 가동 1층
2158774537,(주)비젼세미컨,소상공인,주식회사,C26299,그 외 기타 전자부품 제조업,12000.0,경기 남양주시 진접읍 부마로80번길 20 (부평리),경기,남양주시,,,,N,N,N,N,20121009.0,1101114975673.0,최*순,7.0,7,20241231,7,경기 남양주시 진접읍 부평리 381-6번지
7148102275,(주)다산엔지니어링,소상공인,주식회사,F42322,내부 통신배선 공사업,12106.0,"경기 남양주시 순화궁로 249, 제16층 제엠1611호 (별내동,별내역파라곤스퀘어 제지식산업센터-2동)",경기,남양주시,,,,N,N,N,N,20210729.0,2841110265467.0,조*경,6.0,6,20241231,6,경기 남양주시 별내동 975-1번지 별내역파라곤스퀘어 제지식산업센터-2동 제16층 제엠1611호
6938801018,(주)몽몽이,소기업,주식회사,J58222,응용 소프트웨어 개발 및 공급업,12192.0,경기 남양주시 화도읍 모꼬지로17번길 136 (구암리),경기,남양주시,,mmepsft@gmail.com,,N,N,N,Y,20180423.0,2841110189568.0,심*,5.0,12,20241231,12,경기 남양주시 화도읍 구암리 305번지
8548100895,(주)싸리비,소기업,주식회사,G46499,그 외 기타 생활용품 도매업,,,경기,남양주시,,,,N,N,N,Y,20180131.0,2841110185722.0,도*석,11.0,10,20241231,10,"경기 남양주시 화도읍 녹촌로135번길 30, 1동"
8368801274,(주)월,소상공인,주식회사,C32091,금속 가구 제조업,12032.0,경기 남양주시 화도읍 가곡로 43 (가곡리),경기,남양주시,031 594 5862,,031 511 5862,N,N,N,Y,20190710.0,2841110211923.0,박*국,8.0,9,20241231,9,경기 남양주시 화도읍 가곡리 247-14번지
2048163514,(주)한경글로벌,소상공인,주식회사,C29199,그 외 기타 일반목적용 기계 제조업,12021.0,경기 남양주시 진접읍 경복대로512번길 32-21 (진벌리),경기,남양주시,031 572 5142,,,N,N,N,Y,20011123.0,1101112382713.0,길*수,5.0,6,20241231,6,경기 남양주시 진접읍 진벌리 445-7번지
3748600583,(주)피앤비코리아,소상공인,주식회사,C28422,일반용 전기 조명장치 제조업,12193.0,경기 남양주시 화도읍 북한강로 1597-6 (금남리),경기,남양주시,,,,N,N,N,Y,20161026.0,2841110164528.0,장*혁,8.0,9,20241231,9,경기 남양주시 화도읍 금남리 209-16번지
8878701256,(주)에프웍스길상,소기업,주식회사,C32029,기타 목재가구 제조업,12202.0,경기 남양주시 와부읍 수레로 547 (월문리),경기,남양주시,031 521 4900,,031 521 5900,N,N,N,N,20181217.0,2841110201164.0,이*실,11.0,10,20241231,10,경기 남양주시 와부읍 월문리 251-2번지
2558601127,(주)자운,소상공인,주식회사,C30399,그 외 자동차용 신품 부품 제조업,12243.0,경기 남양주시 경춘로691번길 65-37 (일패동),경기,남양주시,,,,N,N,Y,Y,20181121.0,2841110200009.0,이*린,8.0,5,20241231,5,경기 남양주시 일패동 651-2번지
1128700380,용주이앤씨(주),소상공인,주식회사,F41229,기타 토목시설물 건설업,12129.0,경기 남양주시 진건읍 진건오남로374번길 17 (송능리),경기,남양주시,,,,N,N,N,N,20160115.0,2841110152367.0,이*주,4.0,4,20241231,4,경기 남양주시 진건읍 송능리 124-9번지
1328127265,고려안전(주),소기업,주식회사,F42500,시설물 유지관리 공사업,12034.0,경기 남양주시 수동면 소래비로440번길 52 (송천리),경기,남양주시,031 593 4965,,031 593 4967,Y,N,N,N,19980117.0,1152110027405.0,이*섭,9.0,9,20241231,9,경기 남양주시 수동면 송천리 420-1번지
1329252080,평내서울치과의원,중기업,개인기업,Q86202,치과 의원,12223.0,"경기 남양주시 경춘로1256번길 10, 평내프라자401호 ~ 402호 401호 (평내동)",경기,남양주시,,,,N,N,N,N,20130529.0,,김*경,,22,20241231,22,경기 남양주시 평내동 578-2번지 평내프라자401호 ~ 402호 401호
6618700941,(주)대륙엘리베이터,소기업,주식회사,F42202,건물용 기계 장비 설치 공사업,12100.0,"경기 남양주시 불암산로97번길 15, 101호 (별내동)",경기,남양주시,,,,N,Y,N,N,20180105.0,2842110085095.0,최*순,10.0,19,20241231,19,경기 남양주시 별내동 653-23번지 101호
6618701542,(주)선이엔지,중기업,주식회사,M73909,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",12106.0,"경기 남양주시 순화궁로 272, 1104호1105호 (별내동,동광비즈타워별내제1동)",경기,남양주시,,,,N,Y,N,Y,20191115.0,2802110200613.0,정*곤,23.0,21,20241231,21,경기 남양주시 별내동 974-1번지 동광비즈타워별내제1동 1104호1105호
3758600801,(주)서울특수유리,소기업,주식회사,C23112,안전유리 제조업,12073.0,경기 남양주시 진접읍 양진로926번길 23 (연평리),경기,남양주시,031 566 0098,seoulglass2@naver.com,031 566 0398,Y,Y,N,N,20170630.0,2842110082728.0,강*철,11.0,11,20250408,11,경기 남양주시 진접읍 연평리 217-1번지
3778702286,(주)라이프젠,소기업,주식회사,M71531,경영 컨설팅업,12097.0,"경기 남양주시 별내3로 322, 403호 (별내동,스카이프라자)",경기,남양주시,,,,Y,N,N,N,20211109.0,2841110275060.0,조*은,3.0,4,20231231,4,경기 남양주시 별내동 826-8번지 스카이프라자 403호
4058600820,천룡크레인(주),중기업,주식회사,N76310,건설 및 토목공사용 기계 장비 임대업,12274.0,"경기 남양주시 와부읍 덕소로 206, 103동 1401호 (도곡리,쌍용아파트)",경기,남양주시,,,,N,Y,N,N,20161215.0,1357110117690.0,노*수,9.0,11,20241231,11,경기 남양주시 와부읍 도곡리 993번지 쌍용아파트 103동 1401호
4228801736,(주)명성테크,소상공인,주식회사,C29292,"고무, 화학섬유 및 플라스틱 성형기 제조업",12021.0,경기 남양주시 진접읍 진벌로 257-65 (진벌리),경기,남양주시,,,,N,Y,N,Y,20200129.0,2841110223449.0,이*락,5.0,6,20241231,6,경기 남양주시 진접읍 진벌리 3번지
4600900772,다드림마트,중기업,개인기업,G47121,슈퍼마켓,12035.0,경기 남양주시 화도읍 비룡로 327 (가곡리),경기,남양주시,031 595 6615,,,N,N,N,N,20171123.0,,심*진,,7,20241231,7,경기 남양주시 화도읍 가곡리 169-3번지
1839100297,임내과의원,중기업,개인기업,Q86201,일반 의원,12105.0,"경기 남양주시 순화궁로 357, 4층 403호 (별내동,화성프라자)",경기,남양주시,,,,N,N,N,N,20170401.0,,임*구,,14,20241231,14,경기 남양주시 별내동 930번지 화성프라자 4층 403호
1320752686,광영스텐,소상공인,개인기업,C25992,수동식 식품 가공기기 및 금속 주방용기 제조업,12000.0,경기 남양주시 진접읍 부마로80번길 41 (부평리),경기,남양주시,031 575 6558,,031 574 6554,N,N,N,Y,19980720.0,,김*태,,6,20250703,6,경기 남양주시 진접읍 부평리 335-1번지
2068674273,주성피앤비(주),소기업,주식회사,C17222,판지 상자 및 용기 제조업,12201.0,경기 남양주시 와부읍 석실로율석길 102 (율석리),경기,남양주시,031 521 0653,,070 86687878,N,N,N,N,20130117.0,1101115047215.0,김*희,12.0,13,20250205,13,경기 남양주시 와부읍 율석리 511번지
1328168330,(주)이노기술단,소상공인,주식회사,M72111,건축설계 및 관련 서비스업,12267.0,"경기 남양주시 가운로2길 75, 2층 205호 (다산동,비앤드엠주차빌딩)",경기,남양주시,031 593 2996,,,N,N,N,N,20061122.0,2841110063986.0,김*하,5.0,4,20241231,4,경기 남양주시 다산동 680번지 비앤드엠주차빌딩 2층 205호
2278801621,(주)티에이피,소기업,주식회사,F42322,내부 통신배선 공사업,12269.0,경기 남양주시 와부읍 석실로자운길 139 (도곡리),경기,남양주시,031 522 4585,finance@tiaipi.com,031 522 4586,N,N,N,N,20191015.0,2841110217343.0,이*,13.0,11,20250901,11,경기 남양주시 와부읍 도곡리 166-8번지
1328136537,(유)강일주류,소기업,유한회사,G46331,주류 도매업,12264.0,경기 남양주시 가운로 19-4 (가운동),경기,남양주시,031 564 0177,,031 551 5578,N,N,N,N,20000920.0,1152140000330.0,박*규,7.0,8,20241231,8,경기 남양주시 가운동 611번지
1328630033,(주)위즈런솔루션,소기업,주식회사,N76210,스포츠 및 레크리에이션 용품 임대업,12076.0,경기 남양주시 별내면 용암비루개길 165 (용암리),경기,남양주시,,,,N,N,N,N,20140922.0,2841110132062.0,이*수,7.0,6,20241231,6,경기 남양주시 별내면 용암리 산4-8번지
4278100034,(주)에스엔와이에이치알,중기업,주식회사,N75121,임시 및 일용 인력 공급업,12278.0,"경기 남양주시 조안면 북한강로855번길 108, 2층 (삼봉리,털보)",경기,남양주시,,,,N,N,N,N,20150320.0,1101115672153.0,최*석,7.0,9,20241231,9,경기 남양주시 조안면 삼봉리 125번지 털보 2층
7218602185,(주)유노인더스트리,소상공인,주식회사,C13999,그 외 기타 분류 안된 섬유제품 제조업,12035.0,경기 남양주시 화도읍 비룡로292번길 11 (가곡리),경기,남양주시,,,,N,N,N,Y,20210202.0,1342110245640.0,정*영,6.0,4,20241231,4,경기 남양주시 화도읍 가곡리 174-1번지
6788701540,(주)정글네트웍스,소기업,주식회사,G46599,그 외 기타 기계 및 장비 도매업,12268.0,"경기 남양주시 강변북로632번길 57-18, 2층 (수석동)",경기,남양주시,,,,N,N,N,N,20191218.0,2850110428719.0,노*영,6.0,6,20241231,6,경기 남양주시 수석동 142번지 2층
3378700053,(주)에프엔테크,소상공인,주식회사,C24229,"기타 비철금속 압연, 압출 및 연신 제품 제조업",12000.0,경기 남양주시 진접읍 부마로80번길 91 (부평리),경기,남양주시,,,,Y,Y,N,Y,20150414.0,2841110140370.0,박*석,5.0,7,20241231,7,경기 남양주시 진접읍 부평리 349-1번지
2045161111,강진프라스틱,소기업,개인기업,C22232,포장용 플라스틱 성형용기 제조업,12051.0,경기 남양주시 진접읍 주곡로 184-17 (금곡리),경기,남양주시,031 573 2145,chiho8415@naver.com,031 528 2144,N,N,N,N,19890930.0,,정*호,,11,20250609,11,경기 남양주시 진접읍 금곡리 346번지
1328138802,(주)유성엔지니어링,소상공인,주식회사,F41119,기타 공동 주택 건설업,12264.0,경기 남양주시 경춘로 414 (다산동),경기,남양주시,031 556 8225,,,N,N,N,N,20010406.0,1152110036579.0,유*근,8.0,7,20241231,7,경기 남양주시 다산동 617-21번지
2068623207,(주)디에스레이져,소상공인,주식회사,C25112,구조용 금속 판제품 및 공작물 제조업,12073.0,경기 남양주시 진접읍 양진로와촌2길 2 (연평리),경기,남양주시,02 461 8123,,02 461 8115,N,N,N,N,20080303.0,1101113851220.0,김*현,7.0,5,20241231,5,경기 남양주시 진접읍 연평리 499번지
8078601836,(주)랩커머스,소상공인,주식회사,G46593,정밀기기 및 과학기기 도매업,12106.0,"경기 남양주시 순화궁로 282, 1214호 (별내동,에이스하이엔드타워)",경기,남양주시,,,,N,N,N,Y,20210208.0,2841110251490.0,조*화,3.0,4,20241231,4,경기 남양주시 별내동 974번지 에이스하이엔드타워 1214호
2158604596,일도플랜트(주),소상공인,주식회사,F42202,건물용 기계 장비 설치 공사업,12133.0,"경기 남양주시 진건읍 진건오남로 77, 408호 (용정리,심미에셈빌)",경기,남양주시,02 422 2338,ildogas@nate.com,02 421 9623,N,N,N,N,20010223.0,1101112178485.0,김*윤,5.0,7,20241231,7,경기 남양주시 진건읍 용정리 780-4번지 심미에셈빌 408호
3318600548,(주)굿메드,소기업,주식회사,G46442,의료용품 도매업,12263.0,"경기 남양주시 가운로1길 1, 501호 (다산동,드림프라자)",경기,남양주시,,,,N,N,N,N,20170102.0,2841110167895.0,안*모,3.0,6,20241231,6,경기 남양주시 다산동 666-3번지 드림프라자 501호
2048648667,(주)휴먼엠앤에스,소기업,주식회사,C33932,전시용 모형 제조업,12106.0,"경기 남양주시 순화궁로 282, 14층 (별내동,에이스하이엔드타워)",경기,남양주시,031 571 5770,4141choi@hanmail.net,031 572 5770,N,N,Y,Y,20140228.0,1101115353133.0,최*준,14.0,15,20241231,15,경기 남양주시 별내동 974번지 에이스하이엔드타워 14층
5018129120,(주)엘에이치케이카파츠,소상공인,주식회사,C30399,그 외 자동차용 신품 부품 제조업,12034.0,경기 남양주시 수동면 송천3길 55 (송천리),경기,남양주시,,,,N,N,N,Y,20160927.0,1101116184959.0,임*우,12.0,9,20241231,9,경기 남양주시 수동면 송천리 157-13번지
8078701094,이노블루산업(주),중기업,주식회사,E37011,하수 처리업,12106.0,"경기 남양주시 순화궁로 282, 1202호 (별내동,에이스하이엔드타워)",경기,남양주시,031 529 1656,,031 529 1657,N,N,Y,Y,20180516.0,2841110190763.0,황*규,8.0,7,20241231,7,경기 남양주시 별내동 974번지 에이스하이엔드타워 1202호
1328172775,(주)다원씨에스,소기업,주식회사,G46439,기타 비전기식 생활용 기기 및 기구 도매업,12192.0,"경기 남양주시 화도읍 북한강로 1690 (구암리,참부동산)",경기,남양주시,031 568 7900,,,N,N,N,N,20070827.0,2841110068671.0,윤*영,10.0,9,20241231,9,경기 남양주시 화도읍 구암리 39-12번지
2938601416,(주)더베스트코리아,소상공인,주식회사,G46595,전기용 기계 장비 및 관련 기자재 도매업,12238.0,"경기 남양주시 경춘로 980-6, 2층 204호 (금곡동,향군회관)",경기,남양주시,,,,N,N,N,N,20190328.0,2841110206586.0,정*석,4.0,4,20241231,4,경기 남양주시 금곡동 156-38번지 향군회관 2층 204호
1148719376,(주)보듬컴퍼니,중기업,주식회사,S96995,애완동물 장묘 및 보호 서비스업,12041.0,경기 남양주시 오남읍 진건오남로667번길 64-33 (오남리),경기,남양주시,18006358,,,N,N,N,Y,20140623.0,1101115446665.0,강*욱,3.0,12,20231231,12,경기 남양주시 오남읍 오남리 700번지
1328151014,(주)우진기술단,소기업,주식회사,M72111,건축설계 및 관련 서비스업,12248.0,"경기 남양주시 다산중앙로19번길 21, F동 901호 (다산동,블루웨일1차)",경기,남양주시,031 565 2612,,,N,N,N,Y,20030724.0,1152110047312.0,김**아,18.0,20,20241231,20,경기 남양주시 다산동 6144번지 블루웨일1차 F동 901호
6708602382,(주)플랜에이컴퍼니,소상공인,주식회사,C20501,합성섬유 제조업,12139.0,"경기 남양주시 진건읍 진관산단로103번길 32, B동 (진관리)",경기,남양주시,,,,N,N,N,N,20211213.0,2841110278105.0,주*옥,7.0,7,20241231,7,경기 남양주시 진건읍 진관리 336번지 B동
8798802101,(주)선우기업,소기업,주식회사,G46800,상품 종합 도매업,12141.0,"경기 남양주시 천마산로 65-3, 상가 2층 (호평동,태우)",경기,남양주시,,,,N,N,N,N,20210224.0,2841110252711.0,강*나,10.0,8,20241231,8,경기 남양주시 호평동 371-4번지 태우상가 2층
4528602125,(주)에스이테크,소상공인,주식회사,J62021,컴퓨터시스템 통합 자문 및 구축 서비스업,12113.0,"경기 남양주시 별내중앙로 30, 305호 385 (별내동)",경기,남양주시,,setech21office@gmail.com,,N,N,N,N,20210325.0,2841110254577.0,한*은,3.0,4,20241231,4,경기 남양주시 별내동 1006-1번지 305호 385
3758800464,(주)제니스케어,소상공인,주식회사,C20423,화장품 제조업,12017.0,경기 남양주시 진접읍 팔야로 85(팔야리),경기,남양주시,031 528 7068,zenithcare@hanmail.net,031 528 7069,N,N,N,Y,20170111.0,1345110311685.0,장*훈,3.0,4,20241231,4,경기 남양주시 진접읍 팔야리 478-10번지
1278181966,(주)세일메드,소기업,주식회사,G46592,의료기기 도매업,12113.0,"경기 남양주시 별내중앙로 26, 405호 (별내동,진영엔타워)",경기,남양주시,031 876 4644,sniper@medison.co.kr,031 876 4688,N,N,N,N,20030709.0,1115110058573.0,유*진,12.0,10,20241231,10,경기 남양주시 별내동 1006-2번지 진영엔타워 405호
1328198362,(주)태우정밀,소기업,주식회사,C29199,그 외 기타 일반목적용 기계 제조업,12275.0,"경기 남양주시 와부읍 덕소로 234, B동 501호 (도곡리,도심지식산업센터)",경기,남양주시,031 521 6904,taewoo@cutex.co.kr,,N,N,N,Y,20110527.0,2841110095913.0,박*봉,18.0,22,20241231,22,경기 남양주시 와부읍 도곡리 1025-1번지 도심지식산업센터 B동 501호
1328605679,(주)세울퍼니쳐,소기업,주식회사,C32099,그 외 기타 가구 제조업,12021.0,경기 남양주시 진접읍 경복대로512번길 32-85 (진벌리),경기,남양주시,031 573 3773,sewool@hanmail.net,031 573 3703,N,N,N,Y,20120419.0,2841110104590.0,박*영,11.0,12,20241231,12,경기 남양주시 진접읍 진벌리 431-2번지
8468700450,(주)브이라이트,소상공인,주식회사,R90191,공연 기획업,,,경기,남양주시,031 794 9901,vlite2011@naver.com,,N,N,N,N,20160511.0,1801111033165.0,박*국,17.0,12,20240827,12,경기 남양주시 화도읍 수레로 1162-1
1328159127,(주)신우안전,소상공인,주식회사,C25119,기타 구조용 금속제품 제조업,12202.0,"경기 남양주시 와부읍 수레로 587, 205호 (월문리,주영빌딩)",경기,남양주시,,,,N,N,N,N,20050127.0,2841110054505.0,서*성,8.0,8,20241231,8,경기 남양주시 와부읍 월문리 155-1번지 주영빌딩 205호
3628702998,(주)제이이앤씨,소상공인,주식회사,M72129,기타 엔지니어링 서비스업,12113.0,"경기 남양주시 별내중앙로 26, 10층 1002-제이12호 (별내동,진영엔타워)",경기,남양주시,,,,N,N,N,N,20230615.0,2841110415070.0,백*은,4.0,4,20241231,4,경기 남양주시 별내동 1006-2번지 진영엔타워 10층 1002-제이12호
4718701046,(주)금성에스엠씨,소상공인,주식회사,F42139,기타 옥외 시설물 축조 관련 전문공사업,12096.0,,경기,남양주시,,,,N,N,N,N,20171205.0,2802110174024.0,김*학,4.0,4,20241231,4,경기 남양주시 별내동 865-13번지 27호 (현대그리너리캠퍼스 별가람역)
5948602962,(주)자카란다디자인,소상공인,주식회사,F42412,"도배, 실내장식 및 내장 목공사업",12248.0,"경기 남양주시 다산순환로 20, 제4층 제이에이04-024호, 제이에이04-025호 (다산동,다산현대프리미어캠퍼스)",경기,남양주시,,,,N,N,Y,Y,20230915.0,2841110423792.0,이*권,6.0,4,20241231,4,"경기 남양주시 다산동 6143번지 다산현대프리미어캠퍼스 제4층 제이에이04-024호, 제이에이04-025호"
2108139950,(주)케이엠피넷,소기업,주식회사,G46799,그 외 기타 상품 전문 도매업,12096.0,"경기 남양주시 순화궁로 418, 2층 비2-0006호 (별내동)",경기,남양주시,02 917 0071,,02 917 9111,N,N,N,N,20020321.0,1101112477358.0,황*서,7.0,7,20241231,7,경기 남양주시 별내동 865번지 2층 비2-0006호
1320793580,보성테크,소기업,개인기업,C22229,기타 건축용 플라스틱 조립제품 제조업,,,경기,남양주시,031 594 8211,bosungchem@lycos.co.kr,031 594 8213,N,N,N,N,19960415.0,,김*년,,5,20171017,5,경기도 남양주시 화도읍 마치로284번길 43
1298641704,(주)산수유리사이클,소기업,주식회사,C20203,혼성 및 재생 플라스틱 소재 물질 제조업,12017.0,경기 남양주시 진접읍 팔야로 223-15 (팔야리),경기,남양주시,031 574 0367,sansuyu123@naver.com,031 574 0368,N,N,N,Y,20100108.0,1311110246833.0,최*채,20.0,29,20250328,29,경기 남양주시 진접읍 팔야리 119번지
1328127362,(주)기광,소기업,주식회사,M72121,건물 및 토목 엔지니어링 서비스업,12239.0,"경기 남양주시 홍유릉로248번길 39, 3층 309호 (금곡동,다남프라자)",경기,남양주시,031 591 8961,youngeng@chol.com,031 592 0391,N,N,N,Y,19980210.0,1152110027558.0,박*완,17.0,19,20241231,19,경기 남양주시 금곡동 651번지 다남프라자 3층 309호
2048700243,서래디자인(주),소기업,주식회사,M73201,인테리어 디자인업,12247.0,"경기 남양주시 진건읍 진관로303번길 73-1, 2동, 73-2 , (배양리)",경기,남양주시,,,,N,N,N,N,20160122.0,2841110152698.0,이*성,5.0,6,20241231,6,"경기 남양주시 진건읍 배양리 707-2번지 2동, 73-2 ,"
1018671457,(주)동녘,소기업,주식회사,J62010,컴퓨터 프로그래밍 서비스업,12248.0,"경기 남양주시 다산순환로 20, 이에이동 517호,518호,519호 (다산동,현대프리미어캠퍼스)",경기,남양주시,02 557 7823,,,N,N,Y,Y,20120419.0,1101114848226.0,나*준,20.0,22,20241231,22,"경기 남양주시 다산동 6143번지 현대프리미어캠퍼스 이에이동 517호,518호,519호"
8538600276,(주)현우물산,소상공인,주식회사,C13999,그 외 기타 분류 안된 섬유제품 제조업,12269.0,경기 남양주시 와부읍 안골로25번길 69 (도곡리),경기,남양주시,,,,N,N,N,Y,20151006.0,2841110147730.0,김*윤,6.0,6,20241231,6,경기 남양주시 와부읍 도곡리 69-1번지
3168601136,(주)신화펌프,소상공인,주식회사,C28111,전동기 및 발전기 제조업,12194.0,경기 남양주시 화도읍 폭포로 513 (금남리),경기,남양주시,,,,N,N,N,Y,20181217.0,2841110201221.0,이*일,7.0,7,20241231,7,경기 남양주시 화도읍 금남리 605-4번지
